,tweets_VBN
1755,Worried About #Zika? Here Are The Best #Mosquito Repellents https://t.co/v1UnXbv255 https://t.co/OIJS7SLOqx
1756,Worried About #Zika? Here Are The Best #Mosquito Repellents https://t.co/idLeDj8HaP https://t.co/QZ9wGyrV0C
1757,Concerned about #Zika? Here are the latest tips from @MayoClinic on how to protect yourself: https://t.co/6M0RXZ8hLa https://t.co/Sh55OIocHu
1758,Loved the idea of detecting #Zika mosquitoes using flip phones. Congrats to winners. #ict4d #m4d https://t.co/R0brQBLumg
1759,"Inspired by Olympic Spirit, Zika-Infected Mosquitoes Offer Truce https://t.co/incWdbxNRS #Rio2016 #Olympics https://t.co/Q3BCIGGYLw"
1760,"Qualified Blind Trust: protects officials from Conflict of Interest signed into law by Scott in 2013-Convenient, no? https://t.co/wNeGUbfJy3"
1761,Spotted on Florida Hwy. GMO mosquitos? #Zika https://t.co/btQO7y52w7
1762,Frightened Parents Are Being Sold Zika Protection That Doesn't Work https://t.co/qrWvvk00JU
1763,Worried about #ZikaVirus? Here are a few nontoxic ways to keep #mosquitoes away https://t.co/QV45sXJ2Ls
1764,Projected spread of #ZikaVirus in the Americas provides simulated epidemic profiles of incident #ZIKV infections https://t.co/fZSRNhsjgV
1765,"Featured Book: : Protect Yourself!: Zika Virus Prevention, Symptoms and Treatment... https://t.co/vwep1HAtPZ #awgang, #kindle, #amreading"
1766,Naled spraying for #Zika starts in the am. Here's where: https://t.co/s685CBEqOg
1767,Naled aerial spraying in #Miami:  a pesticide harmful to pregnant women. Rejected by Puerto Rico https://t.co/ceeDMMcs56 via @HuffPostPol
1768,Retweeted Fox News (@FoxNews):  Zika-spreading mosquito puts up tough fight as Florida cases hit 15... https://t.co/Wubwjo1Inp
1769,Retweeted Fox News (@FoxNews):  Zika-spreading mosquito puts up tough fight as Florida cases hit 15... https://t.co/K5wkA0tZKR
1770,"READ About the Buzz: Maricopa County's New Zika Report - History, Map With Mosquito Hotspots, Action Plan,… https://t.co/JC3pJJCo9K #aznews"
1771,Searched 'Full Body Anti Zika Mosquito Net Suit'. This is what came up in #Google #zika #mosquito #mosquitocontrol https://t.co/1EzNAMYUjP
1772,Worried about #Zika? Free dunks to help get rid of mosquitoes. Details on @WIAT42 https://t.co/BAICoeeFfE
1773,Concerned about Zika virus &amp; pesticides used on mosquitoes? Learn what you can do! https://t.co/1T9sz46eQT https://t.co/0h7Zt18iYm
1774,"Compared to the West Nile virus, mosquito control is different for #Zika virus disease #CDCgov https://t.co/Ma2ITNlbgB"
1775,Projected spread of Zika virus in the Americas https://t.co/v5PPAVwk5S
1776,Retweeted SGVmosquito (@SGVMosquito):  Check out the CDC website for the latest Zika information  LOOK→... https://t.co/CcW8pEGR6B
1777,"Retweeted VectorBase (@VectorBase):  [AUDIO, 3:33 min]: Miami Targets Zika-Carrying Mosquitoes With Aerial... https://t.co/ik5Ibw6hdp"
1778,"Retweeted Climate Central (@ClimateCentral):  12 Florida cities top the nation in most mosquito days, upping Zika... https://t.co/VKQgqHRTWW"
1779,Retweeted ABC News (@ABC):  Miami police distribute bug spray to the homeless around the Zika outbreak epicenter.... https://t.co/aJeoKFlNYz
1780,Concerned about Zika virus &amp; pesticides used on mosquitoes? Learn what you can do! https://t.co/XcpMtGSag7
1781,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
1782,"Retweeted Infectious Diseases (@InfectiousDz):  As Zika creates interest in mosquito control, let's not forget up... https://t.co/alAcERl1JB"
1783,Concerned about #ZikaVirus ? Watch this for tips on how to prevent mosquito-borne illnesses https://t.co/4MvCZKXKP2
1784,Worried about #Zika? Scammers - and bug spray companies - are counting on it. https://t.co/GvyCDQ22Va
1785,Hosted by MFrazz: Miami Police Gives Out Bug Spray To Homeless To Protect Against Zika: As concerns over the ... https://t.co/6ylo7VgEcp
1786,Projected spread of #Zika virus in the Americas https://t.co/DHcP1F8MuH
1787,Retweeted Celeste (@CelesteHerget):  FL to Spray Residents Like Bugs over Zika w/Chemical that Ironically Reduces... https://t.co/QDctXgrd37
1788,"Retweeted #MAGA TRUMP (@TRUMPCREW):  #Breitbart_Sports Scammers, Bug Spray Companies Capitalizing on Zika Fears... https://t.co/CGJGKEzzpd"
1789,Read about #Zika Innovation Awardee @maternova &amp; their innovative protective gear for women! @gchallenges https://t.co/yKdjijAIAf
1790,Protected: Interactive: watch the Zika outbreak spread among the 50 states - https://t.co/0yC0hDx3Of...
1791,Protected: Interactive: watch the Zika outbreak spread among the 50 states https://t.co/8FdsB5ssvY
1792,"Headed to MIA tonight. Can pugs get zika? @GovPenceIN would take all the repellent away &amp; create an epidemic. Oops, giving @FLGovScott ideas"
1793,Staged Zika pandemic engineered by globalist governments to justify aerial spraying populations w/ toxic chemicals https://t.co/ROAZtVPAhQ
1794,Worried about Zika? Bug spray companies &amp; scammers are counting on it. By @LindaJ_onPharma. https://t.co/vIvzkO4Ohm https://t.co/LXy3U2TPt1
1795,Worried about Zika? Bug spray companies &amp; scammers are counting on it. By LindaJ_onPharma. https://t.co/JzEMiTEb0K https://t.co/07pEK7mGtH
1796,Worried about Zika virus? Here are the best bug sprays for travelers https://t.co/USZ6McN3Ox #carnivalcruise https://t.co/KwwYaHon3g
1797,Retweeted The Atlantic (@TheAtlantic):  Parents are being sold Zika protection that doesn't work... https://t.co/xaYUvqOnJQ
1798,Frightened Parents Are Being Sold #Zika Protection That Doesn't Work on @theatlantic https://t.co/AecZ5AuYSZ https://t.co/NNnaRdVz2b
1799,Worried about Zika? Bug spray companies &amp; scammers are counting on it. By LindaJ_onPharma. https://t.co/kbf1iaUmaj …
1800,Worried about #ZikaVirus ? Mosquitoes: Prevention Is the Protection | NC Cooperative Extension https://t.co/vJH21L722D
1801,"Retweeted Fox News (@FoxNews):  Scammers, bug spray companies capitalizing on Zika fears  https://t.co/yPyyrcc54O... https://t.co/oCqtOJejFv"
1802,Staged Zika pandemic engineered by globalists to justify the spraying of awakening populations w/ toxic chemicals https://t.co/7QB3KZN3IJ
1803,"Retweeted NDTV (@ndtv):  Zika, mosquitoes outwit rio as Carnival, Olympics loom https://t.co/OLk70peUxA... https://t.co/EiC5nbqcKI"
1804,Fred Soper would be proud: https://t.co/wAwirD0Xkn #mosquitoes #Aedes might be a way to deal with #ZikaVirus as well.
1805,Caused by #GMO mosquitoes? '#ZikaVirus expected to spread across Americas @CNN https://t.co/OEjNg367lM ✎ https://t.co/FBUBHmZAeV #BanGMO
1806,Caused by genetically engineered #GMO #mosquitoes? WHAT COULD GO WRONG? https://t.co/OEjNg367lM @FDArecalls @FDA_Watch @US_FDA #BANALLGMO
1807,Retweeted CombatSportstweets (@dkuti82):  Mosquito palava hit Brazil; Fights to Quell Olympians’ Zika Fears... https://t.co/qdBiHvDOBG
1808,Proposed use of nuclear technology to rexuce zika mosquito pop https://t.co/jEMckeF4Jf
1809,Retweeted #AFRICA (@hashtagafric):  Zika virus travel warnings spread to Africa and Oceania... https://t.co/yJT4C1lixc
1810,"Discovered in Uganda, Zika there not considered a threat KAMPALA, Uganda        (AP) -- Ugandan researchers say th… https://t.co/FciDY4qtAG"
1811,"Discovered in Uganda, Zika there not considered a threat: KAMPALA, Uganda (AP) — Ugandan researchers say the… https://t.co/b5Oe40RAQs"
1812,"Discovered in Uganda, Zika there not considered a threat: KAMPALA, Uganda (AP) — Ugandan researchers say the m... https://t.co/YxOWADSm4R"
1813,"Discovered in Uganda, Zika there not considered a threat: Ugandan researchers say the mosquito-transmitted Zik... https://t.co/7vkOuH9AQV"
1814,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/eZM77MYW1q"
1815,"Discovered in Uganda, Zika there not considered a threat - KAMPALA, Uganda (AP) -- Ugandan researchers say the ... https://t.co/TZuuhwCGRO"
1816,"Given ability of A. albopictus mosquitoes to spread, their reach is what's more worrisome, even though A. aegypti normally to blame for Zika"
1817,Worried about Zika? Time to call the @Oxitec mutant mosquitoes for help! https://t.co/XVcTNBenwG https://t.co/QL6ZDAc4FW
1818,"Shared via @PestWorld. It's good to have the facts on the Zika virus, spread by mosquitoes: https://t.co/PjvviyEUIZ"
1819,"Discovered in Uganda, Zika there not considered a threat - KAMPALA, Uganda (AP) -- Ugandan researchers say the mosq… https://t.co/Bc4CT1uauD"
1820,Retweeted The Independent (@Independent):  Why the US is so vulnerable to the spread of the Zika virus... https://t.co/PoHUOrmAN4
1821,Worried about mosquitoes and Zika virus? Read this: https://t.co/lIo0vS7Kms
1822,Dreaded Zika virus not found in mosquitoes in Bay Area #ZikaVirus https://t.co/rcBGLZ0pLz https://t.co/xobeAjUoPH
1823,Retweeted ABC News (@ABC):  Everything you need to know about the mosquito-borne Zika virus outbreak:... https://t.co/7fu1pqfx3g
1824,"improved science, education, &amp; health infrastructure could stop Zika virus https://t.co/kNvpZbJQjS or Trump could “make a deal” w/ mosquitos"
1825,Retweeted Dr Cameron Webb (@Mozziebites):  Good Q and A on mosquito-borne #Zika from @CDCgov... https://t.co/s5rLqFFP6A
1826,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/6elKhbWhnT"
1827,"Retweeted Global Citizen (@GlblCtzn):  What you need to know about new mosquito-borne virus Zika, &amp; its relation... https://t.co/q6XGywTDID"
1828,Related News: All the places the untreatable Zika virus has spread so far-Business Insider | https://t.co/hea6LlOrjZ
1829,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/Lnvr5qLxgd"
1830,"Retweeted WHO (@WHO):  WHO recommends controlling mosquito populations to reduce the spread of #Zika, dengue,... https://t.co/qedlD4RMvQ"
1831,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/ZPyqQJphCx"
1832,Worried about #Zika? @ConsumerReports has info on the best repellent to use. #ZikaVirus https://t.co/EhuVjSXrnS
1833,Wanted: Creative ideas to prevent mosquito bites and stop #Zika's spread https://t.co/ImY4OBfUbO
1834,Wanted: Creative ideas to prevent mosquito bites and stop Zika's spread https://t.co/YpGMhvo7pq https://t.co/lybbyzMIcY
1835,"VanAuken:Just as #Ebola outbreak followed by #Zika, many more devastating epidemics inevitable&amp;(given global travel) will spread worldwide!"
1836,Exposed! US Army plot to spread yellow fever https://t.co/bTg19ArrBh @YourNewsWire #Africa #ZikaZero #ZikaVirus #MosquitoWeek #CIA #Angola
1837,Failed state? US Congress so divided by ideology that it can’t even agree to protect the US from Zika #auspol  https://t.co/helKGDi1SK
1838,Predicted #Zika mosquitoes in US by @AtmosNews et al @PLoSCurrents @PLoSCurrentsOut; #ElNino may up risk in 2016 https://t.co/EqU3Wh8Xuo
1839,Retweeted Stanley Suen (@stanleysuen):  RT WIRED : Ride with the mosquito hunters protecting the US against Zika... https://t.co/wjw9FAytZ8
1840,"Televised golf will be part of the Summer Olympics. That’s the new strategy to deal with Zika virus, bore the mosquitoes to death."
1841,Retweeted TIMES NOW (@TimesNow):  First death related to the mosquito-borne Zika virus infection on US soil... https://t.co/7llKQpm8Lp
1842,Worried about #ZikaVirus? Learn where Zika is found &amp; how to protect yourself. https://t.co/NfrzdaimlY. https://t.co/bVxIs6F9UF
1843,Retweeted HuffPost Living (@HealthyLiving):  Here's what you need to know about GMO mosquitos and Zika virus... https://t.co/OKil1rwbsP
1844,"Recommended Sunday Morning Reading #1  Science News: Zika, mosquitos, prime patterns, H. sapiens mating with... https://t.co/wZTaXxRj4f"
1845,"Retweeted The Jerusalem Post (@Jerusalem_Post):  Battling Zika, Brazil’s Jews turn to bug repellent and indoor... https://t.co/GZcK3Spfsk"
1846,"Listen now: Experts predict some #Zika transmission in the U.S., but say they're prepared https://t.co/7QmS1xL8eA https://t.co/ecJOFrHgZq"
1847,Headed to a Zika-affected area for spring break: make sure you pack EPA-registered insect repellent! https://t.co/Tt0sivpY6h
1848,"Worried about mosquitos breeding near your home? In Brazil, there's an ap for that. #ZikaVirus https://t.co/tBtOuYR3oz"
1849,"Given the many risks to pregnant women of a potential #Zica virus vaccine, the best protection will be vaccinating before becoming pregnant."
1850,Wanted: Solutions to prevent mosquito bites and stop Zika's spread - https://t.co/nr0V8mmAOp #ebola
1851,Updated #Zika mosquito range information discussed April 1 at Zika Action Plan Summit at CDC @CDCgov https://t.co/PXXc1a0x4k
1852,Retweeted HuffPost Living (@HealthyLiving):  The Northeast is also at risk for Zika mosquitos this summer... https://t.co/jZI3ybeSDe
1853,Retweeted United Nations (@UN):  .@WHO on #ZikaVirus: Q: Can the Aedes mosquito travel from country to country &amp;... https://t.co/PGYmC45QWJ
1854,Wanted: Creative ideas to prevent mosquito bites and stop Zika's spread - Emergency Zika Design Challenge April 9-10 https://t.co/aOM4RNXH9g
1855,Wanted: Creative ideas to prevent mosquito bites and stop Zika's spread https://t.co/zWBHBeMZTi #hubjhu via @HubJHU
1856,Retweeted United Nations (@UN):  .@WHO on #ZikaVirus: Q: Can the Aedes mosquito travel from country to country &amp;... https://t.co/CDV830TRh8
1857,Retweeted WHO (@WHO):  WHO invites experts to comment and give input on the #Zika diagnostic tests Target Product... https://t.co/VxqRSWUECx
1858,Concerned about #Zika? This app might be useful for you https://t.co/R18JvvXmg5 #mosquito #disease @CDCemergency @fema @WHO @CDCgov
1859,Retweeted CDC (@CDCgov):  Men: DYK #Zika virus can be spread during sex by a man infected with Zika to his... https://t.co/4etOFso0CL
1860,Given those mosquitoes may cover 1/2 US what a statement. Alaska? Officials Split Over Pregnancy in Zika era https://t.co/MhNzKRTgLh
1861,"Bitten by mosquitos 5Xs in Miami, be merciful @zika"
1862,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/JI41bUOiKC"
1863,Updated https://t.co/FeXVGJaLRz maps from @TheColliderAVL member biz @Zika_Zone show growth in zones conducive to #zika mosquito
1864,Retweeted The Guardian (@guardian):  Zika-fighting modified mosquitoes not a welcome solution for Florida... https://t.co/89YC06LKYf
1865,Learned about deer ticks and zika mosquitos! Come watch @CDNThe3rd while he plays H1Z1: King of the Kill on Twitch! https://t.co/o14PtKHjZA
1866,Retweeted Zika News (@Zika_News):  #Health: Zika infections spread throughout California and the nation - Press... https://t.co/HMhbMAPjhc
1867,Retweeted DAILY NEWS SUMMARY (@DAILYNEWSUMMARY):  Flooding might increase mosquitoes and Zika risk in #Louisiana:... https://t.co/L0WZwSTbiS
1868,Concerned about #Zika? Does the mosquito repellent #DEET affect breastfeeding? Check out LactMed: https://t.co/SunkIFXHys
1869,"Inspired by Olympic Spirit, Zika-Infected Mosquitoes Offer Truce https://t.co/VD7j4z1qqd #Rio2016 #Olympics https://t.co/6KPFClXQBs"
1870,Protected sex is advised for at least 6 months following the onset of symptoms of a #Zika infection.
1871,Worried about Dangerous Mosquitoes? You Can Make Your Own Natural Bug Spray https://t.co/KkP0DlFccx #zika #diy
1872,Listed on the CDC Zika website as effective against mosquitoes with Zika Virus https://t.co/3ziLXwvZRS
1873,Retweeted AllThingsConsidered (@npratc):  Puerto Rico health official 'very concerned' about Zika's spread... https://t.co/K86iic6ovr
1874,Known occurrences of Aedes aegypti &amp; Aedes albopictus from 1960 to 2014 (i.e. Zika-capable mosquitoes) https://t.co/mq9gRNUSSi #rstats
