,tweets_VBD
3948,Make 2016 a #Summer of #Safety – View the #Mosquito Awareness video at https://t.co/rP5s3SkIS2 #Zika #WestNileVirus #WNV #EEE
3949,"Get that mosquito. If you get Zika, I might pass it to new wife. She's still child bearing age? She will be in a couple years. You're gross!"
3950,Watch out! 8 districts exceed the alert level of mosquito carrying Zika &amp; dengue fever. https://t.co/JMPblkh1MH @SCMP_News #hkhealth
3951,"Walk 10ft out my door to my truck, mosquito bites. Pull trash cans in from the curb, mosquito bites. No way Im not dying from Zika. No, way."
3952,Learn how to protect yourself from #Zika from @sesamestreet . https://t.co/d1AuRByVPb
3953,Learn about the risks of Zika and be aware of this mosquito born illness.  https://t.co/9rBWmGhFKO
3954,Protect your family against #Zika virus this summer with these easy steps! https://t.co/bZniQrdLgm
3955,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/pVFhmUflzm
3956,Save 30% On Your First Mosquito Magician Purchase. Call (585) 621-0862 for details. #ROC #Zika https://t.co/o7LN3xkU1V
3957,did you miss?New post: Florida May Have Its First Case of Zika from Local Mosquitoes  https://t.co/VBT3lU09Jg
3958,Protect your #babybump from #zika &amp; rhetoric  https://t.co/pZgFcvLhxB
3959,PLEASE wear insect repellent!!CDC: Zika Has 'Spectrum' of Effects on Kids https://t.co/7gpvsZF2tb
3960,Protect yourself fully against Zika with incognito anti-mosquito https://t.co/FKzSXVhAjX https://t.co/aVvzM4kImG
3961,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
3962,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
3963,"Let's see, Zika transmission zone on famed South Beach triples and people don't want aerial spraying? https://t.co/X1seVpLIzq"
3964,Learn about Orange County Mosquito Control's #Zika prevention efforts at https://t.co/dhNy7Zt6np. https://t.co/UVeJoh5pzw
3965,Protect yourself from mosquito borne diseases!  #WNV #Zika https://t.co/WLt6nxuipZ
3966,"See how the County monitors, tests &amp; controls mosquitoes, and provides education. https://t.co/T8OLv2Xyn9 https://t.co/DXicsbybbB"
3967,Keep in mind ALL #essentialoils can build up as toxic in ur #Liver #doterra #youngliving #bugs #bugspray #zika https://t.co/4LEWnIKI8o
3968,Protect yourself from ZIKA VIRUS! Boost your immune system! Join one of these free health seminars to know how -... https://t.co/XKoYIxW2Kd
3969,Was it because of the Zika Mosquito tweets? https://t.co/foETwbjHns https://t.co/cbqkmayGGB(Full fairly nsfw version) #MyFirstQuestionInHell
3970,Protect your family from Zika!  #Zika #protectfamily #emergencysupplies https://t.co/hDwt5cCKwv
3971,Let's think on the bright side. Maybe #HurricaneMatthew will blow away all the Zika mosquitos.
3972,Please RT? #moms #babies #parenting #dads Mosquitos have begun spreading Zika in the U.S. https://t.co/or2OptooQi https://t.co/jWWZVc6XHc
3973,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
3974,got ppl in some parishes cant get water in their pipes for months got sppl in some areas who collectively breeding zika mosquitoes
3975,Check out our latest Schinnerer Risk Management Blog post 'Protect Employees from Zika Exposure.'… https://t.co/YxIguQg1tx
3976,Let me come out there and #Access the #Situation With your #Green #Pool full of #Zika ?? #Mosquitoes ?? #YouCanthaveTHAT #LETMEFIXIT #CHEAP!
3977,"watch the #stats on #ZikaVirus as #HurricaneMatthew heads #north after picking up the #mosquitoes of #cuba. #haiti, #Bahamas, #Florida :("
3978,Prevent the spread of Zika. Protect yourself from mosquito bites. Find out how: https://t.co/9gR2kUYWF1.… https://t.co/gasm67qsO4
3979,Read The #Mosquito @Traposquitoes Weekly ▸  today's top stories via @kczippan @MiamiPapers @NewsViewUSA #zika https://t.co/GUVD6cnnAN
3980,Read The #Mosquito @Traposquitoes Weekly ▸  today's top stories via @kczippan @MiamiPapers @NewsViewUSA #zika... https://t.co/sa0H8F8eAX
3981,Help the #Zika fight with @Mosquito_Alert https://t.co/tJXmvFkBaq | @MichaelReiskind https://t.co/iAxTcWlGeH 2/2 https://t.co/SitJ4CMhdV
3982,Use the insect repellant!  There is also Zika out there. https://t.co/iMeKwX7mAS
3983,@ademangone Surprising that this article does not take into account what just happened with the #zika spraying https://t.co/gBVTkzRDLc
3984,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
3985,Learn about Public Health’s Mosquito Control Program. #zika #dayton  https://t.co/owhpMWePCj
3986,"Welcome to SG! Stay safe, don't let ZIKA bite u! Use insect repellent 👌🏻 luv u. Can't believe it that you're in my… https://t.co/izGJRywb5f"
3987,go healthy: via @WebMD DEET Repellents Safe in Pregnancy to Prevent Zika https://t.co/zd4K9kHA5v
3988,Please RT? #moms #babies #parenting #dads Mosquitos have begun spreading Zika in the U.S. https://t.co/J1ZmT37Ll4 https://t.co/L56UYuSOGZ
3989,Smacked down like a mosquito. #Zika #Florida https://t.co/0p7NH9YMr7
3990,Protect yourself from the Zika Virus and annoying pests with this homemade Mosquito Trap. All you need is 4... https://t.co/RBFrBoQ594
3991,[my mom seeing a huge mosquito in the kitchen] SOMEBODY GET THIS ZIKA VIRUS OUT OF THE HOUSE
3992,@StormHour @SnapYourWorld the orange area is the flood of mosquitoes with zika coming to infect yo ass!
3993,was just bitten by the type of mosquito that carries zika #gapol
3994,"See our PSAs about preventing the Zika virus by reducing mosquito breeding areas. 30-second clips, several formats: https://t.co/jeVa70aJSH"
3995,"Learn how to keep mosquitos away, especially important this year with the threat of the Zika virus. https://t.co/zH27iH1xpd"
3996,Protect yourself from the Zika virus and those pesky mosquitoes with these lovely scented mosquito candles today!... https://t.co/Wz5x5yN4Yp
3997,Listen up conservatives: A tiny mosquito can shift the monumental abortion debate. Excellent Letter. https://t.co/1gQ0ZzfsBC
3998,Check out how you can protect yourself from the Zika Virus from my friend Dan https://t.co/NL9Pj0vgEx via @WDTN
3999,Get the facts about the mosquito that carries the Zika virus and its presence in California #wellnesswednesday... https://t.co/JxgpED52nn
4000,Protect your #family from bites! Starting from $89! #NutriLAwn #mosquitoes #Zika #Prevention #Vaughan #Markahm #York https://t.co/d7vDXo5rWu
4001,Protect Yourself and Your Workers from the Zika Virus - Knowledge at Work https://t.co/MvyGtyjCl5
4002,go figure: Mosquito war in #Brazil is actually helping #DilmaRousseff as #Zika spreads https://t.co/HretzOWQHk via @Annaedge4
4003,THERES A FUCKING MOSQUITO IN MY HOUSE FUCK OFF RHAT ZIKA VIRUS SHIT
4004,"Wrote this for g2 about whether or not we should try to wipe out the Zika mosquito, unique subject of our hate: https://t.co/LtQtIR5bXZ"
4005,See what one couple in Texas is doing to try and protect their unborn child from the Zika virus and what the CDC says about it on @KATVNews
4006,Protect yourself against the Zika virus. Avon's Skin So Soft Bug Guard PLUS  PICARIDIN!!!! Contact me to order. I... https://t.co/ULBmjzbZ7g
4007,Run away from the #PolarVortex &amp; embrace the #ZikaVirus carrying mosquitos...at least you won't have to wear layers. #OBX long weekend.
4008,"Help me understand how #zikavirus mosquitos thrive in urban areas when more trees, lakes, and ponds exist in rural areas?"
4009,.Take Your questions about the virus zika and know how to protect themselves when traveling https://t.co/MU1zklW9Ld
4010,Play your part to reduce mosquito breeding sites and help in the fight against Zika Virus transmission. https://t.co/FmjU4b1NQG
4011,@SpinePainBegone @Ted @marylener9 Too bad you can't shoot down Zika virus bearing mosquitoes.
4012,See how invasive mosquitoes have spread in LA County in my latest story + interactive map. https://t.co/1ItBTf5vl5 https://t.co/On7wvRti6h
4013,"Protect your property with our #mosquito products. Miscarriages reported in 2 U.S. women with Zika virus, CDC says https://t.co/49n2Hg8qaI"
4014,Be sure to get those retinal eye exams in especially if you have been exposed to the Zika virus. Protect your eyes!  https://t.co/WOScYvu2sM
4015,Protect yourself and your loved ones from mosquito borne diseases such as dengue fever and Zika. Fight the bite... https://t.co/CC8Oh2xpkh
4016,Make a Record1947 Rockefeller Patent Shows Origins Of Zika Virus Genetically Modified Mosquitoes https://t.co/rp2KrojTvC via @collectiveevol
4017,Eradicate the mosquito? A moral &amp; ecosystem-thinking headache   https://t.co/4Ss2A3tEuy #zika #biodiversity #health https://t.co/hJiCDiJJps
4018,Protect yourself from the Zika outbreak w/these repellents. Short Video: https://t.co/BiaJyStIJr #abc7NewsBayArea
4019,Be careful out there during mosquito season. Read this for some insightful info from one of #Tech's experts. #Zika  https://t.co/Ow5bJEVfi1
4020,"Forget the war on the Zika virus. It's time to eradicate the vector: the mosquito, which carries malaria, dengue, chikungunya, West Nile..."
4021,"Join us to discuss controlling, manipulating mosquito vector of #Zika virus w/ @NCState Prof Fred Gould 2/18 https://t.co/yjPbN13ecJ #theRTP"
4022,Wonder if any Zika Mosquitoes tried to bite Ted Cruz and Beck's Teddy Bears they were handing out?
4023,Protect your family from the mosquito that carries the Zika virus + more: boil a pot of marigolds. https://t.co/FJP2TSPtFX #hypothesis @WNYC
4024,"Take a look at our new blogpost - In Australia, a New Tactic in Battle Against Zika Virus: Mosquito Breeding https://t.co/PzQdCdKCdF"
4025,Do your part and help prevent mosquito breeding.. #zika #zikv #zikavirus #Jamaica https://t.co/OtNeOIKjiy
4026,Protect yourself from the #ZikaVirus https://t.co/1mKusbCWzb
4027,"Save a shark, clap a mosquito #ZikaVirus #Shaaark https://t.co/ktHas1hHhr"
4028,Protect yourself from the #Zika virus with #AVON Skin So Soft https://t.co/m0MciVR5zM https://t.co/aohmst4TNj
4029,sos What It Would Really Take For GMO Mosquitoes To Solve The Zika Crisis https://t.co/QSjoci6DNw
4030,Check out my new blog post: Mosquito Repellant Sales Boom in Brazil Amid Zika Scare by REUTERS https://t.co/90BGuuo3SY
4031,Let's end the Zika virus so I can stop seeing close-up pictures of mosquitoes when my phone is right up to my face in bed. &amp; to save people.
4032,Let loose a swarm of Zika Mosquitos in the stadium   #BetterHalftimeShows @midnight
4033,Read this @TheLancet comment on #vector species #competence and #ZikaVirus #mosquitos @CIDRAP @KnolsMosquito @PLOS https://t.co/UuPwW0CBbE
4034,Check out my new blog post: Mosquito Repellant Sales Boom in Brazil Amid Zika Scare by REUTERS https://t.co/w7w4fAlOJo
4035,"'Have you guys been vaccinated for the Zika virus, because that mexican mosquito is here' - Lawler on Kalisto. ffs Jerry"
4036,Protect Yourself Against the Zika Virus with Homemade Essential Oil Mosquito Spray- MOTHER EARTH NEWS https://t.co/pBFQTDfyrY
4037,"@ValentineShow @DanMandisShow I read an article where they were releasing Mosquitoes in FL. So if it shows up in FL, then we no #ZikaVirus"
4038,@ValentineShow @DanMandisShow #GMO Mosquitoes were released in FL also. Get a list of other places.. #ZikaVirus
4039,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/X9OJf7Cv1C
4040,Meet the unusually aggressive mosquitoes carrying Zika #SoutheastAsia #Africa #Americas https://t.co/hwu6k6cHYf https://t.co/1WxJahAyKc
4041,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/SAZbUzmY4b
4042,"ik the zika virus in florida, i got like 10 mosquito bites from last night smhh"
4043,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/zBP4tb1Br4
4044,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/iT2pSEuucu
4045,"Prevent the spread of Zika virus: drain standing water, use repellent &amp; cover up! Lots more info at https://t.co/iwHlJjIAEV"
4046,"Meet the unusually aggressive mosquitoes carrying Zika: Zika virus, a disease once only found in Africa and… https://t.co/fXxFPye3rX"
4047,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/N93QLzbDek | https://t.co/eMOSrMUvQa https://t.co/mMyskLRCBk
4048,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/Wilg63sZhy
4049,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/MN20xTY9Nb https://t.co/U1iUXmxfbC
4050,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/ZfGeOseNrw
4051,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/7e6AO1kNBp
4052,Meet the unusually aggressive mosquitoes carrying Zika
4053,Keep the mosquitoes away naturally  #zika no problem https://t.co/2xFqAWDrnf Made In USA NO DEET and it works  10 bucks bottle free ship
4054,"Meet the unusually aggressive mosquitoes carrying Zika: Zika virus, a disease once only found in Africa and So... https://t.co/Xe6Cl9M8N0"
4055,Buy your own DEET &amp; mix with your #sunscreen or moisturizer. Works great! #mosquitoprotection #zikavirus https://t.co/Be5cRPEsHl
4056,Meet the unusually aggressive mosquitoes carrying Zika - Los Angeles Times https://t.co/TVOiGHhYO8
4057,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/4bXztX7Gyz
4058,"📷 How to protect yourself against Zika Virus, courtesy of WebMD. https://t.co/FQA8Yecitz"
4059,Meet the unusually aggressive mosquitoes carrying Zika - Los Angeles Times https://t.co/E3uW08EaWR #health
4060,Meet the unusually aggressive mosquitoes carrying Zika - Los Angeles Times https://t.co/VIC04AwDMo #google #health
4061,Read my piece on @HuffPostUK about Aedes Aegypti #mosquitoes and #ZikaVirus https://t.co/GGascpjxnq https://t.co/PnSaQ1EAyV
4062,"Welcome 'the good mozzies' In Australia, a New Tactic in Battle Against Zika Virus: Mosquito Breeding, via @nytimes https://t.co/yZ1zDf0wD5"
4063,Protect Yourself From the #Zika #Virus https://t.co/qKiXY9n9BF  #nyc #queens #Virus #caution #foresthills #Doctor https://t.co/bYQCrxwzcQ
4064,Protect yourself from #Zika. Set #Medisafe reminders for mosquito #repellent reapplication: https://t.co/TubcxqKZGV https://t.co/T4Pdj79PJh
4065,Meet the unusually aggressive mosquitoes that can carry Zika virus (they might be in your neighborhood!) https://t.co/gYZOTMExad
4066,Learn what you can do to control mosquitoes around your home! #ZikaVirus https://t.co/Xvm5NXmw91
4067,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/HXOeaxoU0y
4068,Enjoy the #Carnival in Brazil and stay protected from the #Zika virus: https://t.co/zU9fY16v8I https://t.co/CGcEmUhWcZ
4069,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/Hqirxeen2P via @latimes
4070,Meet the unusually aggressive mosquitoes carrying Zika https://t.co/uDxxpwSENB
4071,"Protect yourself from #mosquitobites and the #ZikaVirus! https://t.co/oQo7vj7S6a, https://t.co/NKstkioU8k https://t.co/WuB9tNAeS8"
4072,"Protect yourself from dengue, chikungunya and #Zika by eliminating the places that can attract mosquitoes.  https://t.co/dSCK5l2lah"
4073,Learn how to protect yourself from the #Zikavirus and what we're doing to prepare in DelCo!  https://t.co/diRvZvsxyh https://t.co/CtjgsmD8Ad
4074,"Protect yourself from dengue, chikungunya and #Zika by eliminating the places that can att… https://t.co/ZReBl5umSP https://t.co/NavCvobQOl"
