,tweets_VBP
3131,@PGATOUR You're idiot golfers ever heard of Deep Woods Off? It's also known as insect repellent ya know zika repellent. Good excuse morons
3132,Protect yourself from #Zika. When outdoors be sure to apply a repellant.  https://t.co/AbndWI6npW
3133,don't get why I'm supposed to be terrified of Zika enough not to travel but not concerned abt other mosquito-borne diseases.
3134,Keep your community safe from #Zika. #mosquitoweek https://t.co/29tYutkpDo
3135,"Let's just go all out n have a Biblical Olympics - Zika mosquitoes, poisonous snakes, random floods &amp; fireballs released during all events."
3136,"Protect yourself: Mosquitos Expected to Begin Infecting Americans with #Zika Virus ....,' Say Experts https://t.co/MfJ8QvRvbt via @people"
3137,"Please visit our Facebook page for information on, and protective measures against the Zika virus."
3138,Protect your employees from #Zika! https://t.co/ULx9yodm3R https://t.co/ajGiRRTSxX
3139,Are the zika virus mosquitos only attracted to golf players.  No 1 else seems to b pulling out of the Olympics
3140,Get our Guide to Mosquito Control &amp; Mosquito-borne Illnesses to stay safe from #Zika &amp; #WestNile this summer! https://t.co/48H03M5goq
3141,Let our Bug Baffler suits help protect yourself from Zika &amp; other insect diseases! #Olympics2016 #ZikaVirus #protect https://t.co/tSsGSRVWvM
3142,Protect yourself against the planet's DEADLIEST CREATURE: https://t.co/ent25UnMlN #ZikaVirus #mosquitoes https://t.co/Lo5d7vnYma
3143,Protect yourself against Zika infected mosquitos with these easy tips. https://t.co/7T7jfTbxwy #zikavirus #travel https://t.co/cPY7dAOY4g
3144,Let's see-Zika comes from other countries w/o permission and therefore is a protected disease by the arbiters of PC https://t.co/Z82jMCRmeJ
3145,"@AsheSchow @kerpen Even as a pro-choice person I admit, there is a certain irony in protecting the unborn from Zika but not abortion."
3146,protect our southern border from #Zika  Gonna be a  real problem in Florida https://t.co/Ohx31b5WCQ
3147,Learn what you can do to help protect yourself and your home from mosquitoes. #BocaRaton https://t.co/PpKX5N2zoS https://t.co/APSM2kZHCt
3148,Don't let Zika or other mosquito-born viruses prosper in Paradise - good list of tips here: https://t.co/r5d06h8aOe
3149,Check out this mosquito feeding demo video. It accompanies today's story about Zika virus. https://t.co/o2DlcxrSWj https://t.co/wV8wJqDhRN
3150,"Check out 'Zika in the News: Damage 'Worse Than Predicted,' Common US Mosquito Capable of Transmission' here: https://t.co/KEapsNqw3N"
3151,Believe It Or Not Mosquitos Have Been Used As Bio-Weapons Before #Zika
3152,"Protect Your Family From Mosquitoes: With the Zika virus on consumers’ minds, mosquito-spraying companies are... https://t.co/xbxR8lT3Rr"
3153,"check this out If pregnant, beware of travel to countries with Zika virus: Transmitted by mosquitos... https://t.co/Tj56daiKXd #TRAVELBUG"
3154,Protect yourself from #Zika virus when traveling to South or Central America or the Caribbean https://t.co/uhJGayCTFd #businesstravel #risk
3155,Protect your Children from Zika Virus https://t.co/16DMKDPyy2
3156,Don't let the Zika Virus get you. AVON Skin So Soft is 80% as effective as Deet to repel mosquitoes. STOCK UP NOW https://t.co/VTlWLMwsQe
3157,"Protect yourself from the buzzing threat of #Zika with important info from UTMB's Dr. Weaver via, @TechTimes_News:  https://t.co/BOg8s3gpC6"
3158,"@BBCNewshour @BBCWorld: If you live in the Americas, any mosquito sting could be the ZIKA virus.   So how could that be prevented?"
3159,Protect your family from mosquitos and the effects of West Nile Virus &amp; #ZikaVirus https://t.co/li7g92r06L https://t.co/u8uj0i4zGW
3160,"Protect yourself from the #Zika virus by avoiding mosquitoes with #SummerNight, an ocean breeze… https://t.co/6InRo0iFCB"
3161,"Cut the backyard grass in btwn rain showers. If there was a chance for Zika in GA, I'll be the 1st to get it. SO many mosquito bites 😣🙄"
3162,Protect Your Family Against Zika Virus and Bug Bites https://t.co/mvSzJdbHqL via @ItsTheirWay
3163,Protect your baby from the dangerous #ZikaVirus https://t.co/sum5YYBc0m
3164,TechNews What’s in the CDC’s Zika… https://t.co/fVQuSZHbni #Science #CDC #mosquitos https://t.co/glmdJ44adu https://t.co/cTsPzfCadJ
3165,Watch out for these bogus Zika protection claims: https://t.co/sVbQkf3Tj1
3166,Don't be fooled by offers w/ fake claims of producs to prevent/protect from the Zika virus: https://t.co/LQtlZAJfet https://t.co/wPJKcdchNW
3167,Love the new #ZIKA CDC tool kits! Understand &amp; Reduce your risk related to mosquitoes: https://t.co/D5BkGdX5YC  @AUCDNews @PHis4Everyone
3168,Learn how to prevent mosquito bites and stop mosquitoes from even breeding. https://t.co/LC5CEqYBoC #Zika https://t.co/t7Wj9VnjGx
3169,Do you know the 3 D's to #mosquito control? Take action to reduce #Zika https://t.co/7CkQgjf5hh https://t.co/8CSnPnVIBx
3170,Protect your pregnant partner if you recently traveled to an area with Zika. Use condoms every time you have sex... https://t.co/WSIHJ9zcYd
3171,Protect your pregnant partner if you recently traveled to an area with Zika.   Use condoms every time you have... https://t.co/uzjLUQfzz9
3172,Have questions about mosquito's? Clark has answers! #mosquitos #westnile #zika... https://t.co/u0nqISNSsv
3173,Read this - Pregnant or Planning to Be? How to Protect Yourself from Zika Virus https://t.co/yMxZc53dyz #HealthStatus
3174,Don't let #mosquitoes breed around your home. #Zika #Zikavirus #healthtips https://t.co/mVsmyWVcrE
3175,Do you apply #sunscreen or #bugspray 1st? Advice from @Battelle #HealthcareColloquium member @TexasChildrens: https://t.co/4EFLisIKcN #Zika
3176,Enjoy the last days and nights of summer- use bug spray when spending time outdoors! #zikavirus #prevention https://t.co/0lFt5wu0T8
3177,Don't go to Miami .. Its all infected with zika mosquito's . two ppl just died this week https://t.co/TDDqTwMnAR
3178,Protect Yourself From The Zika Virus [Opinion] https://t.co/qbJso368Ca @comerfordnbc #GatorGood
3179,Protect your Family Zika is in Fort Bend County.  According to the Texas Department of State Health Services of... https://t.co/3dRSwe43I2
3180,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/pVFhmUflzm
3181,"@BTWCelticShow that's why I said method of transmission. Zika is sexually transmitted as well, but mosquitos are biggest issue"
3182,Protect Your Family Against Zika Virus and Bug Bites https://t.co/hvMNCLKm8s via @ItsTheirWay
3183,Join our Crowdfight against the Aedes aegypti #mosquito here: https://t.co/F8zx8Z4vuJ Say no to #Zika #Zikavirus https://t.co/HIjawCrdfu
3184,Read this if you're worried about Zika: https://t.co/wGAYt8KCJh https://t.co/2Bh5lijh90  — Man Repeller (ManRepel… https://t.co/1eOzjLLkUN
3185,@TheGodlessHeir @ThinkAtheist @JoelOsteen @VictoriaOsteen mosquitoes with zika are less dangerous than the Osteens.
3186,"Put on bug spray &amp; still got bit 3 times. I'm going to get Zika, I know it."
3187,Didn't think I could hate mosquitos anymore than I already did; then came the zika virus..
3188,Have you been wondering where Zika Mosquitoes are in the US? Check out the map https://t.co/2hBo6603z1
3189,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/0Xl5q6zEtz
3190,Learn how to protect your family from #ZikaVirus  https://t.co/0BW8P24Lea
3191,Learn how to protect yourself from mosquito bites. More information at https://t.co/lzbSxTvJ2H  #ReadyPANYNJ #Zika https://t.co/1M9qfgJpsc
3192,Check out these top #mosquito repellants to protect from #ZikaVirus. https://t.co/JWKCj2XBOf #ConsumerReports
3193,"Protect yourself from the Zika Virus, people."
3194,"Don't give Zika a biting chance!  Follow these 6 simple steps to protect yourself.   To learn more about, visit... https://t.co/J7diSYrZH5"
3195,"Read our new blog: #Florida, Mosquitoes &amp; #Zika. How you can protect yourself! https://t.co/ocmguMLxqJ https://t.co/2IvhzNpwEM"
3196,"Protect yourself from the #Zika virus—wear shoes, long sleeves, and bug spray! #WestonFL #SoFlo https://t.co/2NVfV8LBjp"
3197,Check out this post by @ShellieDeringer on keeping mosquitoes &amp; Zika at bay! #AtoZika https://t.co/EdLKntwvPJ https://t.co/yMfUtnnU1k
3198,Don't you SEE?  'mosque'?! 'MOSQUito'?!  ZIKA VIRUS?!@  #WakeUpSheeple
3199,Protect your family from the dreaded West Nile Virus and Zika Virus.  Bug Guard on sale now at... https://t.co/IoruKdYcCF
3200,Check out this post by @ShellieDeringer on keeping mosquitoes &amp; Zika at bay! #AtoZika https://t.co/U70DwhH57d https://t.co/8exAlP8FnX
3201,@TheDailyShow @ComedyCentral @Trevornoah NRA already talking about arming to eradicate Zika Virus Mosquito...hope they have enough ammo! RT
3202,"Learn how to protect yourself and your community from #Zika, @Surgeon_General explains https://t.co/NwiHbCrvWi"
3203,Find out what you can do at home to control mosquitoes:  https://t.co/QRWPn8DYQ9 #Zika
3204,Have you met Bob? Bob knows how to prevent #mosquito bites that could cause #WestNile or #Zika viruses. #BeLikeBob https://t.co/bsGDRq9u2V
3205,Protect yourself from being bitten. #ZikaVirus  https://t.co/HF02dGHlSG
3206,Protect yourself and people around you! #Zika #WorldWaterDay @HealthProfRauch  https://t.co/TfRS1V9Syd
3207,'On your mark! Get set! Spray!' Worries over the Zika virus haven’t kept athletes from competing in Rio warm-ups https://t.co/NYcosZQjik
3208,Do you know the most effective ways to protect yourself from #Zika? https://t.co/1Fa3JVn32r
3209,See Dr. Gondy talk #zika protection for #pregnant women in the valley via @8NewsNow https://t.co/3Br8HkDRSY
3210,"Love our swamps? Not the Asian Tiger Mosquito, she has her eye on our suburbs... https://t.co/PgC2InJUf0 via @ConversationEDU #ZikaVirus"
3211,Learn the facts before mosquito season --&gt; Many Americans are dangerously wrong about Zika virus https://t.co/2wd2Ru6zIs
3212,Find out what #mosquito control #experts had to say about #Zika virus and the #Aedes aegypti spreading it. https://t.co/JNKLzEQ4JU
3213,Get the facts on Zika transmission before the mosquitoes converge this summer! https://t.co/fNWgeJNBHs  #ZikaVirus
3214,Support the Oxitec mosquito to #stopthemosquito that carries the #Zika virus: https://t.co/7IcBGUCkBY
3215,Learn what you can do to prevent #Zika infection. Avoid mosquito bites. Learn about travel risks. https://t.co/nINGqGJv5M #SafetyFacts
3216,Know Your Mosquito Enemy https://t.co/ESjewjnbrc #Zika
3217,"Know Your Mosquito Enemy: As the Zika virus has sparks concerns, researchers have become more interested in th... https://t.co/ikRLw7E4CN"
3218,"Gain insights into the #Zika virus, including how to prevent this #mosquito borne disease. https://t.co/e6jbq8qY7m https://t.co/AHX0mBfyim"
3219,Find out how Elmo is educating children about #mosquito behavior to help reduce the spread of the #Zika virus. https://t.co/hr90VXQbcz
3220,Stop the Mosquito that carries the #Zika virus https://t.co/DxJKFzXHwk https://t.co/e9tBRFiAaJ
3221,Protect yourself from the Zika Virus by being informed! https://t.co/MmH6YHjaE9 #ZikaVirus #FitNut
3222,"▶ The Wall Street Journal: Look out, New York and San Francisco: Zika-carrying mosquitoes may spread… https://t.co/tTCdlt9p0I MARKETWATCH"
3223,"Look out, New York and San Francisco: Zika-carrying mosquitoes may spread farther north - MarketWatch https://t.co/6mTozPOX3b #BayArea"
3224,Read it and heed it! By @laurie_garrett.  Springtime in D.C. Means Mosquitoes — and Zika https://t.co/o7FxKPT3LZ
3225,"Look out, New York and San Francisco: Zika-carrying mosquitoes may spread farther north - https://t.co/7rPfcwReBE https://t.co/sNOxO6Tqj8"
3226,Look out mosquitoes! Lots of budding entomologist have their eyes on you now! #ZikaVirus #Dengue #OneHealth  https://t.co/p3aOPQk9nT
3227,Find out how Aedes Aegypti got there and what families can do to protect themselves @ 11. @abc7newsBayArea #zika virus #mosquitos
3228,ETN What to know about the tropical Zika virus in Latin America: The mosquito-borne Zika virus usually causes ... https://t.co/1Vr7hs8MOp
3229,"Do your job, bats! The runners are counting on you. Just Say No to mosquitoes and zika. @ Red… https://t.co/mFV8thpngq"
3230,Learn about the recommended insect repellents to fight #Zika &amp; other mosquito-borne illnesses from @JGPharmD https://t.co/Fxckz3KaVI
3231,Do you know the most effective ways to protect yourself from #Zika? https://t.co/UdkTkMgtx1
3232,Protect yourself against #ZIKA by protecting yourself against mosquito bites. #Mosquitos https://t.co/0Sivw8FWjE
3233,Call us to have your property sprayed for #mosquitoes. #mosquitocontrol #zika https://t.co/lADFcH7lXo
3234,Don't forget Avon Skin So Soft is an insect repellent https://t.co/F8wQ45Kv1l #DelawareBlogger #ZikaVirus #Rio
3235,"Take a look at our new article - WHO backs trials of bacteria, genetic modification to fight Zika mosquitoes"
3236,Be on the alert! Anyone experiencing fever and rash should be tested for #ZikaVirus- Chief Medical Officer #mosquito #fever #skinrash
3237,Protect yourself from Zika - Check out our latest entry on our Nutritional blog. https://t.co/maTyWvAgW8 https://t.co/tga96hcMVi
3238,Keep applying that bug repellent! #Zika  https://t.co/OeetcqHTaD
3239,Protect yourself from #Zika virus infection. https://t.co/B33BnXWfPm
3240,Watch out for them mosquitos. They got that stealth on their side. They don't want you to protect yourself. Major 🔑 @CDCgov #ZikaVirus
3241,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
3242,Call TCLI today to protect your family from mosquitoes! (631) 271-TREE New York Ranks 2nd in Cases of Zika Virus https://t.co/PtQuqmrjku
3243,Tell the Ministry of Health of Trinidad and Tobago: Thank you for protecting #life! SIGN: https://t.co/rKU7KLuChf https://t.co/aULyqaRbQy
3244,Let's keep #zikavirus outside of Los Angeles! Avoid mosquitos by following these tips:   https://t.co/VlrvfZMDli
3245,Let's Go Out Together And Have Some Wine And Go For A Walk And Get Bitten By Mosquitos And Get The Zika Virus
3246,"Read about what's going on with the Zika virus, how it is spreading and other diseases the mosquitos carry. https://t.co/r2WxtJELXz"
3247,Get the facts on Zika: Knowledge is power https://t.co/TdLrDzI3pR Trust Noosa to protect your family from mosquitoes.  #StopZika
3248,"'In a Remote Ugandan Lab, Encounters With Zika and Mosquitoes Decades Ago' https://t.co/OWtW0WILCz / NYTimes"
3249,"'In a Remote Ugandan Lab, Encounters With Zika and Mosquitoes Decades Ago' by JOSH KRON via NYT The New York Times https://t.co/rk4onnUBoU"
3250,"'In a Remote Ugandan Lab, Encounters With Zika and Mosquitoes Decades Ago' via NYT https://t.co/r1VEqRPGqi #Ebola https://t.co/hJWkC2WQjp"
3251,"'In a Remote Ugandan Lab, Encounters With Zika and Mosquitoes Decades Ago' https://t.co/U1VDKQpCQx #agentenaoquersocomida"
3252,"meet the Aedes mosquitos, carrier of the Zika virus  #justbecause https://t.co/QQT9MRB082"
